Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2022-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
Guinea-Bissau,GNB,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8401020000,8397010000,8546550000,8751540000,9827920000,9712120000,10733540000,12238470000,13989950000,18223410000,25432090000,29316940000,29890850000,36046350000,41489170000,44168320000,50280500000,56633300000,59333900000,70885400000,81340700000,89646000000,95962200000,104970000000,105781000000,112211600000,115404600000,,,,,
Guam,GUM,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850000000000,2309000000000,3176600000000,3780800000000,5018928000000,5329180000000,5924644000000,6665961000000,7725659000000,8101658000000,9087857000000,10236056000000,11359117000000,13217888000000,14635740000000,16527536000000,17643496000000,19593061000000,21227454000000,22045671000000,25525264000000,27013343000000,28462145000000,31995288000000,33299616000000,34527404000000,,,,,
IBRD only,IBD,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89469000000000,91607000000000,110995000000000,123658000000000,139780000000000,140010000000000,127407000000000,454987300000000,527615000000000,497166300000000,,,587069900000000,598411660000000,,,,,1.69369e+15,1.68171e+15,1.79608e+15,1.94737e+15,2.15689e+15,2.6521e+15,2.8983835979861e+15,3.49353074741508e+15,3.88994981323898e+15,,,,,
IDA only,IDX,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925670000000,3311970000000,3781690000000,4534120000000,5096160000000,5725510000000,6377560000000,7782940000000,8918060000000,10210310000000,11770280000000,13664080000000,15591990000000,17366760000000,19944200000000,22601450000000,25385980000000,28166100000000,31591800000000,35178500000000,39387700000000,45041500000000,50394300000000,56517900000000,,,,,,,,
Not classified,INX,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48266000000,45599000000,42163000000,42752000000,45897000000,47203000000,48270000000,52398000000,50027000000,53192000000,87890000000,113452000000,138551000000,192132000000,227798000000,236396000000,236301000000,232665000000,230468000000,,,,,
"Iran, Islamic Rep.",IRN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53326799369478,58045493579438.3,,,,,
Iceland,ISL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112783900000,127655800000,153412200000,181029900000,197106100000,213574700000,225676600000,367470815000,381213031000,384358746000,413376377000,483647512111,480875710140,477333912555,468516818863,404280094398,518383642000,562037452217,1227326820820.02,1577587489000,1713201398030,1922042258070,1997640744365.59,,,,1831531468007,,,,,
Israel,ISR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165199000000,190499000000,222990000000,252818000000,282795000000,315416000000,360707000000,384924000000,432659000000,443534000000,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570279971284.996,650913870482.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45771510000,115834720000,100338220000,152276250000,170770820000,193843450000,198301930000,219183090000,262302970000,308687830000,380640700000,497082690000,601263260000,693886820000,759696660000,847351300000,923154150000,1000675510000,1200322360000,1434755830000,1570368250000,1662273430000,1812635360000,1946005010000,2041693750000,2068759180000,2159937054848.86,,,,,
Jordan,JOR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556150000,3845390000,5509510000,4879180000,5073900000,4953400000,5217800000,5157100000,5675580000,5772860000,5621440000,5779930000,5779930000,6427640000,7202700000,7136000000,7753000000,8487000000,8854700000,10317500000,11514900000,12665700000,14678100000,18034800000,20331400000,,20979900000,,,,,
Japan,JPN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239932000000000,187605000000000,196194000000000,212474000000000,281080200000000,316420300000000,349657700000000,396027500000000,430609500000000,478060500000000,529133500000000,546233400000000,586171700000000,639264300000000,676599500000000,683797700000000,689311300000000,713622200000000,731154800000000,777692900000000,812056400000000,874515200000000,920746200000000,950405500000000,999119100000000,1.0482112e+15,1.0527681e+15,,,,,
Kazakhstan,KAZ,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2077483667000,2485758642000,3256009599000,3902524410000,5017790536000,7893874198000,7876721720000,,,,,
Kenya,KEN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,KGZ,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215931300000,311917800000,288054200000,,,,,
Cambodia,KHM,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028600000,1169900000,1243100000,1364000000,1473000000,1806100000,1941900000,2106310000,2205100000,2325390000,2158600000,1585100000,1482430000,,,,,,,
"Korea, Rep.",KOR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14927000000000,24837000000000,27737000000000,28998000000000,30466000000000,31537000000000,33687000000000,47045000000000,,,,,,,,,,,,,,,466726000000000,524234000000000,570473174969116,621640877442310,662636705078292,,,,,
Kuwait,KWT,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23500400000000,27968200000000,33733600000000,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521100000,567200000,,,,,,,,,
Libya,LBY,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777500000,965700000,1215800000,1293500000,1428000000,1595400000,1616200000,1634100000,1616200000,1642200000,1835400000,2109000000,2389180000,2558690000,2728520000,,,,,,,
Latin America & Caribbean,LCN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310781000000,366698000000,405558000000,483568000000,549292000000,632045000000,709320000000,766577000000,908001000000,1051861000000,1218700000000,1452706000000,1669284000000,1863851000000,2139527000000,2222341000000,2606594000000,3041685000000,,4161422000000,4591245000000,5133370000000,6000110000000,6793249000000,7390899000000,8503200000000,,,,,,
Lower middle income,LMC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,LUX,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266783011.36096,229127984.947905,324319098.460829,396257799.350023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325225809.756347,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macao SAR, China",MAC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216905000000,174469000000,204177000000,218192000000,228795000000,227973000000,,240420000000,245676000000,251507000000,,,251507000000,,,327568000000,330882000000,329823000000,325806000000,355556600000,399864000000,456190140000,,,,,,,,,,
Monaco,MCO,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2438230000,3128630000,4287900000,7556100000,9598300000,11697300000,11578500000,13434100000,14509300000,16642000000,12208700000,13058900000,12416900000,11604400000,16698100000,18922400000,19524100000,21462200000,23808500000,27799600000,31001100000,51276800000,,,,,
Madagascar,MDG,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632300000,891400000,1253000000,1609200000,1823600000,2223700000,2281300000,2373000000,2605500000,2782900000,3002900000,3326400000,3856900000,4087600000,4282800000,5052100000,5956200000,6979510000,8822900000,13867200000,18182800000,23212090000,,,,,,,,,,
Middle East & North Africa,MEA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342615000000,361235000000,316355000000,317871000000,501585000000,750262000000,785977000000,818227000000,1069946000000,1175528000000,1276451000000,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MHL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95710533,98381733,105290775,91834479,88889072,78952216,92113070,87231711,98046732.6,,,,,
Middle income,MIC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884597589.48649,1095993787.03537,1276895974.56821,1607718001.37918,1842608694.18952,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (excluding high income),MNA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11575000000,94353000000,196533000000,241503000000,365158000000,509635000000,676717000000,906723000000,959889000000,961785000000,,1750889111118.79,,,2033694686031.78,2156836068429.99,,3921898031056.19,,,,,,,,,,,,
Northern Mariana Islands,MNP,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15638100000,17853200000,16035500000,17407600000,19914600000,23089100000,28373700000,31587300000,33609000000,34363000000,39315000000,40580000000,57757400000,72604500000,70668900000,79797100000,84755000000,88541500000,95790400000,106655700000,113289300000,117447200000,128016200000,,,,,,,,,
Malawi,MWI,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255844462575.995,293569316030.82,343575939491.568,622024773095.601,729170600000,1044137600000,1259062000000,2151680949747.66,2239858619962.69,,,,
Malaysia,MYS,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94713000000,99072000000,97005000000,95898000000,93078000000,91369000000,,,,,,,164963000000,188767000000,216624000000,228670000000,242225054000,266722336000,306437414000,362386171000,407101237000,456128000000,501617000000,539857800000,582828241000,630540000000,648474726000,,,,,
North America,NAC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11914279117,11890066105.9677,13996409141.1144,20819977430.1875,22081084621,28556238105.7347,32020735194.5286,,,,,,,
New Caledonia,NCL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144152361245.354,153622754355.156,162457855162.431,168447754014.82,170008757958.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148825000000,146911000000,181668000000,269971000000,275920000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54418100000,80361000000,94159000000,111877000000,132598000000,145058000000,162286000000,167978000000,199615000000,219136000000,245048000000,260448000000,293747000000,308078500000,318913000000,305106900000,324994508000,312810300000,357258100000,,403903349000,,,,,,,,,,,
Nauru,NRU,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44307444000,69715479000,67801195000,71969027000,73880000000,69023000000,68368000000,62080848000,70995968000,103155820000,112725180000,108314847000,107122329000,110530258000,114479465000,,,,,
OECD members,OED,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674248000000,776583000000,902828000000,1058682000000,,,,,2117616000000,,2832571000000,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10346000000,20895000000,36042000000,48926000000,54703000000,,,,,,,,,,,,94452608806.4734,91204635384.1187,91976143421.0656,96084103292.76,98701917217.2308,98016777293.6355,97645803874.4182,99983975659.9249,110266771987.379,136468511203.603,150150489072.363,,,,,
Philippines,PHL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552641000000,620238000000,713260000000,989822000000,955093000000,1163845000000,1155237000000,1350574000000,1775356000000,1768694000000,2166710000000,2384919000000,2815468000000,3355108000000,3811954000000,3888231000000,3851506000000,3712487000000,4220903000000,4396639000000,4718171000000,4951188000000,5437104000000,5681153000000,5735242000000,,,,,,,
Palau,PLW,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46769372,45481901,60899132,50703087,57924828,51346466,52870917,177991821,202718309,,,,,
Papua New Guinea,PNG,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505900000,1680600000,1894620000,2157400000,2961200000,3324200000,3780800000,4418000000,5177700000,5609200000,5621600000,7097300000,8127900000,,,,,,,,,,,,15365100000,17966880000,,,,,,
Poland,POL,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152238000000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
